ticket,type,client,issuer,inquiry,state,meta,answer
2017091563000050,Geräteanzahl überschritten,RICHM,3,wechsel des gerätes von mac auf windows tablet aktuell sind die e-books auf folgendem gerät instaliert: imac 21.5-inch late 2009 seriennummer: w8002awc5pc nun benötige ich die e-books auf dem tablet: windows surface pro 2 produkt id: 00330-80000-00000-aa504 ich hoffe diese informationen genügen amsonsten kontaktieren sie mich einfach. mit freundlichen grüssen,closed_max_devices,App: beook 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-09-15 13:35:41 MESZ | Last install: | Application starts: 3 | Unique Device : b05c52cf5dc8a46bdd2fdf7f5f9b1291 | ,beook RCP: Workspace löschen
2017091763000030,Fehler in der App,SVBA,3,ich habe das richtige inskape runtergeladen aber es will meine gespeicherten dinge immer ncoh nicht übernehmen,closed_app_misuse,App: beook 4.6.0 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-06 14:51:36 MESZ | Last install: | Application starts: 14 | Unique Device : 48d4b615326d6d1c776c2ce58b4252c6 | ,Benutzername angepasst
2017091763000040,Anmeldung / Aktivierung,hep,3,"mein coupon für \""konstruktionslehrehochbau\"" funktioniert nicht",closed successful,App: eLehrmittel 4.3.1 | Model: 8 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.12.5 | First install: 2017-07-13 15:03:25 MESZ | Last install: | Application starts: 15 | Unique Device : 591df61fd586746e1af0dcb92e0a70ce | ,Anmeldung mit falscher E-Mail
2017091763000090,Anmeldung / Aktivierung,IONESOFT,3,"mit diesem konto sollte ich auf 5 verschiedenen geräten arbeiten können laut b. bösch. nun kann ich aber in willisau das grundlagenbuch nicht herunterladen. es heisst immer \"" abgelaufen. ich arbeite zur zeit auf dem pc laptop und tablet zu hause zum ausprobieren und in willisau am pc. auf dem mac arbeite ich nicht mehr dieses geräte können sie löschen. wäre natürlich froh wenn ich auch die betriebswirtschaft auf diesen 5 geräten hätte. mit freundlichen grüßen ",closed_max_devices,User account exists: Yes | | App: beook v4.6.0 | Jailbroken: No | Model: iPad | Platform: iPad67 | System Name: iOS | System Version: 10.3.3 | First install: 2016-09-17 11:05:30 MESZ | Application starts: 2 | Unique Device : b56e8936e2e47002e5b608383e77eede | ,Benutzername angepasst
2017091863000010,Fehler in der App,SVBA,3,wiederholungsfragen: bei der ausawahl der leistungsstufe aa af und am bleibt die voreingestellt position nicht. man kann af anwählen und die box schliessen. wenn sie wieder geöffnet wird ist am aktiv grün.... ???,closed_app_misuse,App: beook 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-06-30 10:48:59 MESZ | Last install: 2017-08-08 21:15:13 MESZ | Application starts: 434 | Unique Device : 50c607d8ca5ff99e4911c5a5bbd69630 | ,Benutzername angepasst
2017091863000040,Fehler in der App,SVBA,3,bearbeitete zeichnungen werden nicht im inkscape übernohmen nach dem speichern.,closed_app_misuse,App: beook 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 7 | System Version: 6.1 | First install: 2017-08-19 12:20:14 MESZ | Last install: | Application starts: 8 | Unique Device : da3877bee376da5acf8f8f3a38ea2a16 | ,Benutzername angepasst
2017091863000050,Fehler in der App,SVBA,3,bearbeitete zeichnungen von inkscape werden nach speichern und übernehmen nicht übernommen.,closed_app_misuse,App: beook 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-14 11:29:43 MESZ | Last install: | Application starts: 74 | Unique Device : a811d36a1d0b20db77b5057d44770983 | ,Benutzername angepasst
2017091863000060,Fehler in der App,SVBA,3,bearbeitede aufgaben werden nicht im inkscape übernomen. bitte aufbeheben . seite 691 fw buch,closed_app_misuse,App: beook 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-20 13:39:05 MESZ | Last install: | Application starts: 11 | Unique Device : 8cf60048e24c305c9bb9356aa6a84f0f | ,Benutzername angepasst
2017091863000120,Anmeldung / Aktivierung,BEOOK,3,ich kann mich bei richemond nicht anmelden und somit das grundlagenbuch nicht installieren/downloaden.,closed_app_misuse,App: beook 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-30 20:50:14 MESZ | Last install: | Application starts: 8 | Unique Device : ac5634700f53a791eadb7d824bf4f38c | ,Anmeldung mit falscher E-Mail
2017091863000210,Anmeldung / Aktivierung,SVBA,3,guten tag ich gehe in die klasse amn15a und kann mich nicht mehr im beook anmelden.. können sie mir ein neues passwort mit benutzername senden? bei fragen erfreue ich mich über eine rückmeldung via e-mail xxx@xxx.xx oder ein telefon 078 802 86 37.,closed successful,App: beook 4.5.1 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-05-10 09:39:28 MESZ | Last install: 2017-06-19 14:05:07 MESZ | Application starts: 62 | Unique Device : 7acd732b66ffd74a312ba287b4f8778f | ,Anmeldung mit falscher E-Mail
2017091863000230,Anmeldung / Aktivierung,DIHK,3,es funktioniert noch immer nicht alles!!!,closed successful,User account exists: Yes | | App: IHK-LernenMobil v4.6.1 | Jailbroken: No | Model: iPad | Platform: iPad45 | System Name: iOS | System Version: 10.3.3 | First install: 2017-09-15 21:29:39 MESZ | Application starts: 0 | Unique Device : 1c8811179b7af909aac2331f57169df1 | ,beook Cloud synchronisieren
2017091963000060,Anmeldung/Aktivierung,BEOOK,3,daihrmeinaccountgelöschthabtabrwiederhergestellthabtkannichmichnichtmehranmelden.bittesetztmeinpasswortzurück.,closed_waiting_for_reply,App:beook4.6.2|Model:4cores|Platform:x86|SystemName:Windows10|SystemVersion:10.0|Firstinstall:2017-08-2916:30:55MESZ|Lastinstall:|Applicationstarts:33|UniqueDevice:1e910235ba5a2f3fe5b77fd9fdc17aa7|,Anmeldung mit falscher E-Mail
2017092063000010,Fehler in der App,Swissmem,3,ich habe mit meinem login ein problem. nach jedem update komme ich nicht mehr ins swissmem rein. könnten sie mir bitte helfen. ich hoffe auf eine baldige antwort,closed_old_app_version,App: Swissmem eBOOK 4.5.1 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-08-26 15:59:05 MESZ | Last install: 2017-06-23 13:26:40 MESZ | Application starts: 21 | Unique Device : b075252655cb8bc318b360effc815b1e | ,Benutzername angepasst
2017092063000040,Fehler in der App,hep,3,ich kann nirgends klicken um einer klasse beizutreten.,closed successful,App: eLehrmittel 4.6.2 | Model: 2 cores | Platform: x86 | System Name: Windows 8.1 | System Version: 6.3 | First install: 2016-09-04 11:41:35 MESZ | Last install: 2017-09-06 08:06:42 MESZ | Application starts: 18 | Unique Device : a146481a87bf6fdd07689d8bca3f44a6 | ,Danke für positive Rückmeldung und dass es geklappt hat
2017092063000140,Anmeldung / Aktivierung,hep,3,falls sie ein problem mit der anmeldung oder dem coupon code haben beschreiben sie bitte die fehlermeldung und geben sie ihren coupon code an. grüezi hp verlag ich habe einen macbook und ich kann mich registieren aber den coupon code nicht benutzen mein code währe : ce53478a3e06 ich bräuchte es unbedingt für die schule da ich arbeiten nicht erledigen kann,closed successful,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.12.6 | First install: 2017-09-20 13:42:01 MESZ | Last install: | Application starts: 2 | Unique Device : 49c84def2ae05e7a6536fc849011ee36 | ,Benutzername angepasst
2017092063000150,Anmeldung / Aktivierung,hep,3,ich hatte ein problem bei der anmeldung mit dem code aac0f48d9cbd ich habe es mehrere male versucht doch die anmeldung ging nicht. ich bitte sie freundlich mir so schnell wie möglich das problem zu beheben und mir eine rückmeldung zu schicken. grüsse von alessio gravela von der berufs schule wetzikon.,closed successful,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.12.5 | First install: 2017-09-13 16:33:47 MESZ | Last install: | Application starts: 2 | Unique Device : b45b7d72bfb1cbee94501af95a699cb8 | ,Benutzername angepasst
2017092063000160,Fehler in der App,hep,3,bitte überprüfen sie ob sich der fehler reproduzieren lässt. beschreiben sie dann bitte die letzten aktionen die sie vor dem absturz getätigt haben. grüezi ich wollte ein update vom handbuch kompetenzen machen. jetzt hat dieses buch nichts mehr drauf. ich kann im portal herunterladen drücken dann lädt es ein paar sekunden und dann passiert nichts mehr. ich bedanke mich schon im voraus für ihre hilfe.,closed successful,App: eLehrmittel 3.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-02-01 11:58:32 MEZ | Last install: 2017-09-20 20:01:11 MESZ | Application starts: 15 | Unique Device : 4e26405ff95e9f849a2df9b0a3752cc5 | ,"App neu starten, Gerätezahl bei Subscription/Folgeauflage"
2017092163000030,Anmeldung / Aktivierung,Swissmem,3,ich habe mir einen neuen laptop gekauft und jetzt sind alle ebooks ausser eins deaktiviert.,closed_max_devices,App: Swissmem eBOOK 4.6.2 | Model: 4 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.12.3 | First install: 2017-09-19 21:06:10 MESZ | Last install: | Application starts: 4 | Unique Device : 381c9c04d809e83355d7dd9d1b0f6431 | ,beook RCP: Workspace löschen
2017092163000040,Anmeldung / Aktivierung,SVBA,3,update installierung von 4.5.1 auf 4.6.2 geht ohne problem aber wenn ich es schliesse habe ich wieder die alte version 4.5.1 und dann kann ich mich nicht mehr anmelden,closed successful,App: beook 4.5.1 | Model: 4 cores | Platform: x86 | System Name: Windows 8.1 | System Version: 6.3 | First install: 2017-03-13 17:21:57 MEZ | Last install: 2017-09-21 08:25:44 MESZ | Application starts: 96 | Unique Device : e314fcb23a4fbbb707f0d86771ba9b3b | ,Anmeldung mit falscher E-Mail
2017092163000060,Anmeldung / Aktivierung,hep,3,sehr gerne würde ich 3 klassen als lehrperson für die cloud anmelden! besten dank c. mattle,closed_app_misuse,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-09-13 23:04:12 MESZ | Last install: | Application starts: 4 | Unique Device : a4bf581e5cf3155033947af8d24bf7dd | ,Anmeldung mit falscher E-Mail
2017092163000090,Anmeldung / Aktivierung,BEOOK,3,ich kann mein grundlagenbuch in willisau nicht aktivieren es heisst immer es sei abgelaufen abgelaufen. mit freundlichem gruss,closed_max_devices,App: beook 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 7 | System Version: 6.1 | First install: 2017-09-07 10:15:31 MESZ | Last install: | Application starts: 11 | Unique Device : ab80479b674a7c9a57af666b07287ef4 | ,beook RCP: Workspace löschen
2017092263000030,Fehler in der App,hep,3,gibt es eine möglichkeit die seitenzahlen anzuzeigen / zu aktivieren? in der schule erhalten wir die jeweiligen seitenzahlen die zu bearbeiten sind.,closed successful,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-09-10 22:37:07 MESZ | Last install: | Application starts: 5 | Unique Device : 47ea55fc801b96a9e48bbe89ef95cd65 | ,Benutzername angepasst
2017092363000010,Geräteanzahl überschritten,hep,3,die geräteanzahl ist überschritten. gerne möchte ich die alten geräte löschen wie funktioniert das? freundliche grüsse,closed successful,App: eLehrmittel 4.6.2 | Model: 8 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.11.6 | First install: 2017-09-23 08:42:52 MESZ | Last install: | Application starts: 1 | Unique Device : 12a951dbb87fece00a210e0a8ef5a2cc | ,Anmeldung mit falscher E-Mail
2017092363000030,Fehler in der App,hep,3,wenn ich in meinem lehrmittel b 2016 unter rechte der lernenden zb. ferien or 345a öffnen michte dann erhalte ich eine fehlermeldung: „das gewünschte elehrmittel <gesetzestexte> kann nicht angezeigt werden da es zur zeit nicht geladne ist.“ wie kann ich diese fehlermeldung verhindern… bzw. wie kann ich die „gesetzestexte“ herunterladen? danke im voraus,closed successful,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.12.6 | First install: 2017-09-07 10:23:55 MESZ | Last install: | Application starts: 5 | Unique Device : 92e2eb538f510baf50510ab64198391c | ,"App neu starten, Gerätezahl bei Subscription/Folgeauflage"
2017092463000010,Anmeldung / Aktivierung,Swissmem,3,ich habe vor kurzem mein laptop neu eingerichtet und habe swissmem heruntergeladen. leider habe ich den code verloren und weiss jetzt nicht wie ich mich anmelden soll.,closed successful,App: Swissmem eBOOK 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 8.1 | System Version: 6.3 | First install: 2017-09-24 07:02:37 MESZ | Last install: | Application starts: 3 | Unique Device : de0b591ec47d1af519ce50a77f32531d | ,Anmeldung mit falscher E-Mail
2017092563000010,Geräteanzahl überschritten,Swissmem,3,ich möchte gerne die lizenzen von meinem imac entfernen damit ich sie auf meinem neuen notebook installieren kann. auf meinem ipad sollen die lizenzen bitte nach wie vor aktiviert bleiben.,closed_max_devices,App: Swissmem eBOOK 4.6.2 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-09-23 23:34:13 MESZ | Last install: | Application starts: 6 | Unique Device : a22b9beb402ad9c750e9a8b4e61048d4 | ,beook RCP: Workspace löschen
2017092563000120,Anmeldung / Aktivierung,hep,3,ich habe versucht meinen code zu aktivieren doch es ging nicht. es hiess die ganze zeit der code sei ungültig. der code ist 536dd40d1ca2,closed successful,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-09-20 22:11:16 MESZ | Last install: | Application starts: 4 | Unique Device : 0c79d0fdd8e2fdbb6c6fc9aa65fd2025 | ,Benutzername angepasst
2017092663000050,Fehler in der App,SVBA,3,bitte überprüfen sie ob sich der fehler reproduzieren lässt. beschreiben sie dann bitte die letzten aktionen die sie vor dem fehlverhalten des programms getätigt haben. wenn ich ein bild in beook bearbeiten will mit inkscape dann kann ich zwar das bild bearbeiten aber es übernimmt es nicht ins beook.,closed successful,App: beook 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-21 13:12:39 MESZ | Last install: | Application starts: 31 | Unique Device : 38a4ac4815798cb9bac6eb2812376a95 | ,Benutzername angepasst
2017092663000060,Fehler in der App,SVBA,3,in inkscape geht das bézier-werkzeug nicht. kann dies einen zusammenhang mit der hochauflösung meines bildschirmes haben. haben sie eine abhilfe? gerät: hp specter 360,closed successful,App: beook 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-09 12:27:16 MESZ | Last install: | Application starts: 21 | Unique Device : 9e71c6de285ba0e88cf217520e06dd2a | ,beook RCP: Workspace löschen
2017092663000070,Fehler in der App,Swissmem,3,mein name ist esma maksuti ich bin lernende konstrukteurin und gehe ins bbz schaffhausen zur schule wo wir die app swissmem verwenden. ich habe versucht mit dem maschineworld zu arbeiten und es zeigte mir an ich hätte eine testversion. ich kann somit nicht mehr weiterarbeiten. ich bin mir zu 100% sicher ich hätte die vollversion runtergeladen da ich dies mit meiner schulklasse zusammen durchgeführt habe. ich hoffe sie können mir weiterhelfen und bin ihnen dankbar für eine antwort.,closed successful,User account exists: Yes | | App: Swissmem v4.6.0 | Jailbroken: No | Model: iPad | Platform: iPad53 | System Name: iOS | System Version: 10.3.3 | First install: 2016-08-02 13:09:56 MESZ | Application starts: 4 | Unique Device : e4dd3f9d49de65f696ad34250bb4160e | ,"Altes Ticket, Problem gelöst?"
2017092663000100,Fehler in der App,SVBA,3,inkscape zeigt die zahlen oder buchstaben nicht im beook an,closed successful,App: beook 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-21 13:11:12 MESZ | Last install: | Application starts: 47 | Unique Device : 6ba81bc98bdc40f59114dd81bcd9a703 | ,Aktivierungscode falsch
